"rank","headword","pos","english","sample","range","rawFreq","oral","fiction","nonFiction"
431,"viaje","nm","travel, trip","le suceden todo tipo de aventuras durante su viaje",99,"2921","NA","NA","NA"
1776,"seno","nm","breast, bosom, cavity","¿por qué a los hombres les gustarán tanto los senos de las mujeres?",93,"814","NA","NA","NA"
1126,"costa","nf","coast","un parque nacional que hay en la costa del Pacífico hacia el sur",98,"1670","NA","NA","NA"
2309,"tarjeta","nf","card","le pagaremos con tarjeta de crédito",82,"555","high","NA","NA"
984,"alma","nf (el)","soul","en el fondo de su alma se encendió una llamarada de rebelión",94,"2484","NA","NA","NA"
2405,"razonable","adj","reasonable","usted es un hombre razonable, así uno se puede entender",88,"434","NA","NA","NA"
197,"ciudad","nf","city","quieren estar en la ciudad y no salir al campo",100,"7690","NA","NA","NA"
75,"deber","v","should, ought to; to owe","te debes calmar, le aconsejó T.",100,"22232","NA","NA","NA"
2222,"baile","nm","dance, ball","¿te gusta el canto y el baile flamenco?",83,"839","NA","NA","NA"
870,"firmar","v","to sign","acabamos de firmar una carta de protesta",99,"1460","NA","NA","NA"
2592,"exquisito","adj","exquisite, superb","este perfume era exquisito y su frasco también inolvidable",84,"313","NA","NA","NA"
1373,"os","pron","you (obj-pl/+fam)","os he visto a los dos en esa tienda",87,"2154","NA","NA","NA"
1582,"habilidad","nf","ability, skill, talent","no tengo habilidad para tocar el jazz",94,"616","NA","NA","NA"
843,"aun","adv","even (though), still","era popular, aun sin publicar sus principales obras",98,"2189","NA","NA","NA"
1113,"oficina","nf","office","trabajo en la oficina de capacitación",96,"1213","high","NA","NA"
957,"revolución","nf","revolution","los progresos en la ciencia y la revolución de las comunicaciones",97,"1333","NA","NA","NA"
2204,"favorable","adj","favorable, suitable","es necesario mantener un clima favorable para la inversión",88,"636","NA","NA","NA"
2028,"anécdota","nf","anecdote","¿tienes algún recuerdo especial o anécdota de tu vida universitaria?",90,"454","high","NA","NA"
520,"suyo","pron","his, hers, yours (- fam), theirs","señor, lo que es mío, es suyo",99,"3143","NA","NA","NA"
801,"fuente","nf","source; fountain","la fuente de su inspiración hay que buscarla en Eurípides",100,"2365","NA","NA","NA"
1655,"constar","v","to consist of, comprise","el observatorio consta de cuatro telescopios",95,"626","NA","NA","NA"
1494,"literario","adj","literary","hay una dualidad entre el inglés literario y el inglés oral",89,"1581","NA","NA","NA"
1980,"posiblemente","adv","possibly","en este aspecto, posiblemente no haya tantas diferencias",89,"700","high","NA","NA"
734,"despertar","v","to wake (up), arouse","se volvió a dormir y se despertó de nuevo",100,"2375","NA","NA","NA"
274,"dios","nm","god, divinity","ahora sé que hay un Dios en los cielos",100,"6080","NA","NA","NA"
1677,"preocupado","adj","worried, concerned","el Conde estaba preocupado y necesitaba tomar una decisión",93,"583","NA","NA","NA"
117,"aunque","conj","although, even though","aunque hay problemas, muchos se pueden evitar",100,"13916","NA","NA","NA"
1319,"excepción","nf","exception","me pregunto si soy la excepción a la regla",99,"972","NA","NA","NA"
2169,"japonés","adj","Japanese","una grabadora ultramoderna, diminuta, japonesa",85,"989","NA","NA","NA"
917,"vino","nm","wine","para acompañar un plato así, tiene que ser vino tinto",97,"1783","NA","NA","NA"
1265,"ventana","nf","window","cubre la ventana con la cortina",93,"2483","NA","NA","NA"
1841,"poesía","nf","poetry, poem","se define la poesía sanjuanista como poesía «profana y erótica»",86,"1228","NA","NA","NA"
799,"regresar","v","to return (to a place)","luego de catorce días regresó a su casa",98,"2561","NA","NA","NA"
333,"medida","nf","measure; a medida que: to the extent","el artista crece a medida que madura",100,"4501","NA","NA","NA"
670,"conservar","v","to conserve, preserve","una señora que conserva recuerdos de su padre",100,"2100","NA","NA","NA"
2269,"renovar","v","to renew, renovate","trataban de dormir un poco para renovar sus fuerzas",92,"412","NA","NA","NA"
1764,"invadir","v","to invade, overcome","decidieron no invadir otros territorios",95,"794","NA","NA","NA"
1592,"elaborar","v","to make, develop","hice fuego y logré elaborar un café pasable",91,"1353","NA","NA","NA"
2484,"creciente","adj","growing, increasing","con una tendencia todavía claramente creciente",84,"880","low","NA","NA"
1780,"examinar","v","to examine, inspect","tras examinar la joya con una lupa",91,"673","NA","NA","NA"
83,"tan","adv","such, as, too, so","en esa mujer está todo; y por eso es tan maravillosa",100,"19002","NA","NA","NA"
23,"pero","conj","but, yet, except","no significa nada para mí, pero no puedo olvidarla",100,"82435","high","NA","NA"
1587,"consultar","v","to consult","vio al gobernador consultar su reloj",94,"610","NA","NA","NA"
2495,"instancia","nf","instance","pero en última instancia, lo que te llena, lo que te llena",85,"580","NA","NA","NA"
1195,"útil","adj","useful","todo era útil, que todo servía para algo",100,"913","NA","NA","NA"
681,"compartir","v","to share","espero que compartas tu jubilación conmigo",99,"1919","NA","NA","NA"
2362,"actualmente","adv","now, at present","su hija vive actualmente en Dinamarca",82,"1209","high","low","NA"
934,"límite","nm","limit","habían llegado al límite de su paciencia",99,"1562","NA","NA","NA"
782,"cincuenta","num","fifty","entre los cuarenta y los cincuenta años",99,"1706","high","NA","NA"
2270,"tratado","nm","treaty, treatise","el congreso no ratificó el tratado de límites",84,"1285","NA","low","NA"
2320,"impresionante","adj","impressive, astonishing","un libro impresionante, por la grandeza épica de algunos relatos",87,"461","NA","NA","NA"
448,"interesar","v","to interest","no le interesa conocer el mundo",100,"2539","high","NA","NA"
1775,"sagrado","adj","sacred","sino el rito sagrado de un mito inmemorial",91,"754","NA","NA","NA"
537,"corto","adj","short, brief","su único día libre, era el día más corto de la semana",100,"1995","NA","NA","NA"
2365,"emprender","v","to undertake, embark on","¿qué le costaba emprender un viaje a Europa?",88,"621","NA","NA","NA"
2134,"protesta","nf","objection, protest","había una protesta en contra de ese concepto",89,"637","NA","NA","NA"
1574,"huir","v","to flee, run away","huyó hacia la calle como alma en pena",92,"1284","NA","NA","NA"
2551,"pecado","nm","sin","¿de manera que nada del pecado de la fornicación, eh? - dije con sorna",79,"538","NA","NA","NA"
585,"tarea","nf","task, job","les ayuda a hacer una tarea dentro del hogar",100,"1964","NA","NA","NA"
34,"si","conj","if, whether","si quiere cazar, vamos a cazar",100,"53608","NA","NA","NA"
815,"defensa","nf","defense, plea","para luchar hasta la muerte en defensa de la patria amenazada",100,"1793","NA","NA","NA"
276,"tierra","nf","earth, land, ground","la tierra daba el maíz, el trigo y el arroz",100,"6225","NA","NA","NA"
2301,"destrucción","nf","destruction","la contaminación será inevitable, y la destrucción de la naturaleza",90,"566","NA","NA","NA"
1081,"requerir","v","to require","se requiere un mínimo de dos para consolidar los postulados",97,"1772","NA","NA","NA"
195,"producir","v","to produce, cause","nunca llegó a producirse el tercer y prometido ataque",100,"9422","NA","NA","NA"
1360,"señal","nf","sign, mark, token","¿tiene alguna señal particular en el cuerpo? // Una cicatriz",92,"1328","NA","NA","NA"
1791,"ingresar","v","to join, deposit, admit","debía ingresar a la milicia o a la iglesia",93,"679","NA","NA","NA"
1969,"oído","nm","hearing, ear","cosas que ella conocía sólo por el tacto, el oído o el olfato",85,"1145","NA","NA","NA"
2530,"pacto","nm","pact, agreement","para establecer un pacto de no agresión entre ambos estados",83,"596","NA","NA","NA"
2625,"pozo","nm","well, shaft","se encontraba un pozo de donde los monjes recogían agua",84,"497","NA","NA","NA"
698,"enfermo","adj","ill, sick","el cayó enfermo de tuberculosis",98,"2119","NA","NA","NA"
2294,"comportar","v","to behave","se comportaba como si fuese dueña de casa",88,"490","NA","NA","NA"
435,"libertad","nf","freedom, liberty","les falta la libertad, el hábito de pensar libremente",100,"4137","NA","NA","NA"
70,"sí","adv","yes","quiero una respuesta concreta: sí o no",100,"33828","high","NA","NA"
2518,"músico","nm/f","musician","una marcha de Souza, el músico favorito del pueblo americano",80,"641","NA","NA","NA"
105,"venir","v","to come","unos afirman que el jazz viene de África",100,"15979","high","NA","NA"
1198,"tremendo","adj","tremendous, dreadful, huge","el no tener donde vivir es un problema tremendo",97,"931","high","NA","NA"
2585,"continuamente","adv","continuously","que su nombre inmortal vibre continuamente en nuestros labios",85,"325","NA","NA","NA"
877,"ritmo","nm","rhythm","es un ritmo de vida y un sistema de vida muy distinto",100,"1719","NA","NA","NA"
1336,"componer","v","to compose, be part of","objetos que van a componer un pequeño museo recordatorio",97,"975","NA","NA","NA"
868,"conducir","v","to lead, drive","el mismo camino que nos condujo a ese lugar",99,"1997","NA","NA","NA"
1079,"chico","nm","boy","mostró la estatura de un chico de seis a siete años",91,"2303","NA","NA","NA"
786,"nueve","num","nine","las nueve vidas del gato",99,"1655","high","NA","NA"
2213,"secundario","adj","secondary","en las escuelas primarias y secundarias",88,"660","NA","low","NA"
1848,"sacrificio","nm","sacrifice","nos cuesta hacer un sacrificio para construir una nueva iglesia",93,"690","NA","NA","NA"
646,"francés","adj","French","era una auténtica madame francesa",96,"4221","NA","NA","NA"
2018,"artificial","adj","artificial","los fotógrafos usan luz artificial para iluminar las escenas",92,"654","NA","NA","NA"
1526,"gastar","v","to spend (money)","tuvo que gastar todo lo que tenía para alquilar las flechitas",94,"863","NA","NA","NA"
2166,"paquete","nm","package, packet","saca un paquete de cleenex y se limpia la mancha",84,"686","NA","NA","NA"
418,"efecto","nm","effect","para estudiar el efecto del Sol sobre la emisión de rayos X",99,"4282","NA","NA","NA"
2583,"invitado","nm","guest","servir a los invitados es el deber de toda dueña de casa",79,"479","NA","NA","NA"
2391,"urgencia","nf","urgency","para hacerlo ahora, sin ese sentimiento de urgencia o de emergencia",87,"497","NA","NA","NA"
2143,"talento","nm","talent, skill","de mi abuela heredé el talento artístico",87,"578","NA","NA","NA"
398,"cuestión","nf","question, matter","creo que es una cuestión de sinceridad",100,"3881","high","NA","NA"
2347,"pintado","adj","painted","todo estaba pintado del color anaranjado",85,"694","NA","NA","NA"
2611,"aviso","nm","warning","sin previo aviso de algún trueno o relámpago, comenzó a llover",84,"362","NA","NA","NA"
1835,"ensayo","nm","essay, rehearsal","desea escribir un ensayo sobre la República Argentina",90,"688","NA","NA","NA"
1295,"plazo","nm","deadline, installment","nos dio una hora de plazo, y se sentó a esperar tranquilamente",95,"1509","NA","NA","NA"
270,"bastante","adj","rather, fairly, quite a bit (adv)","estoy bastante satisfecho con mi vida",100,"4928","high","NA","NA"
1652,"protección","nf","protection","no hay protección contra esa enfermedad fatal",94,"944","NA","NA","NA"
2170,"brindar","v","to offer","perderán los privilegios que les brindaba el antiguo sistema",90,"545","NA","NA","NA"
2067,"regalo","nm","gift, present","fue regalo de mi esposa en mi cumpleaños",86,"717","NA","NA","NA"
63,"eso","pron","that (n)","y eso no es todo",99,"31636","high","NA","NA"
2572,"bravo","adj","fierce, angry","el león no es tan bravo como lo pintan",81,"474","NA","NA","NA"
919,"caminar","v","to walk","sólo debía caminar dos cuadras para llegar a la terminal",97,"2699","NA","NA","NA"
2441,"locura","nf","madness, insanity","¡todo a la vez! Pero, ¡qué locura!",83,"677","NA","NA","NA"
1873,"aumento","nm","increase, rise","el hielo se puede fundir por aumento de temperatura",91,"1497","NA","NA","NA"
30,"ir","v","to go","me habían invitado a ir a su casa",100,"70352","high","NA","NA"
966,"fenómeno","nm","phenomenon","el muchacho debe de ser un fenómeno para recuperarse tan pronto",99,"2002","NA","NA","NA"
2387,"colaboración","nf","collaboration","los cursos se dan en colaboración con las comunidades autónomas",87,"606","NA","low","NA"
791,"cargo","nm","position, charge, fee","¿desde cuando ocupa usted el cargo de Director Musical?",98,"2033","NA","NA","NA"
2581,"limitación","nf","limitation","un hombre con grandes sueños pero obvias limitaciones",84,"596","NA","low","NA"
1264,"sorpresa","nf","surprise","quiero darle una sorpresa; la emoción será doble",94,"1271","NA","NA","NA"
649,"corazón","nm","heart, core","el amor llena tu corazón",98,"3090","NA","NA","NA"
2037,"doler","v","to hurt","me están empezando a doler las heridas otra vez",85,"935","high","NA","low"
1152,"lejano","adj","distant","un sonido lejano, intermitente, cruel, nada más, oí",97,"1341","NA","NA","NA"
2604,"huelga","nf","strike, protest","se puso en huelga de hambre durante diez días",81,"717","NA","NA","NA"
780,"caballo","nm","horse","montaban a caballo y jugaban polo",97,"2668","NA","NA","NA"
991,"afectar","v","to affect","los déficits fiscales sí pueden afectar la economía",95,"2503","NA","NA","NA"
936,"directamente","adv","directly, straight away","se metió directamente en la pelea",99,"1393","NA","NA","NA"
720,"incluir","v","to include","el Partido no incluye ni excluye a nadie",98,"3126","NA","NA","NA"
1995,"depositar","v","to deposit, place, store","va al banco a depositar unos miles de pesos",91,"509","NA","NA","NA"
2207,"ave","nm","bird","creo que estos huevos son de ave",84,"891","NA","NA","NA"
1135,"página","nf","page","cojo el periódico y leo primero las páginas deportivas",95,"1412","NA","NA","NA"
1547,"ámbito","nm","sphere, space","en el ámbito nacional hay una gobernabilidad garantizada",94,"1254","NA","NA","NA"
141,"quien","pron","who, whom","ahora o, quién sabe, nunca",100,"11212","NA","NA","NA"
